,FINAL SCORE,T1,T2,T3,T4,RANK
0,178.0,74.0,49.0,46.0,13.0,1.0
1,175.5,74.0,46.0,43.0,17.0,2.0
2,173.75,73.0,48.0,42.0,15.0,3.0
3,172.0,74.0,48.0,42.0,12.0,4.0
4,170.0,71.0,45.0,43.0,16.0,5.0
5,169.5,69.0,46.0,44.0,16.0,6.0
6,168.25,69.0,45.0,43.0,17.0,7.0
7,167.75,72.0,47.0,41.0,11.0,8.0
8,167.75,67.0,50.0,42.0,15.0,9.0
9,167.0,70.0,47.0,39.0,17.0,10.0
10,167.0,67.0,45.0,43.0,18.0,11.0
11,167.0,67.0,43.0,43.0,17.0,12.0
12,165.25,72.0,47.0,40.0,12.0,13.0
13,165.0,68.0,46.0,41.0,15.0,14.0
14,165.0,67.0,47.0,39.0,17.0,15.0
15,165.0,66.0,45.0,43.0,18.0,16.0
16,164.5,72.0,47.0,40.0,11.0,17.0
17,164.5,68.0,46.0,41.0,13.0,18.0
18,164.0,70.0,46.0,43.0,11.0,19.0
19,163.75,73.0,41.0,41.0,11.0,20.0
20,162.75,69.0,47.0,38.0,15.0,21.0
21,162.75,66.0,49.0,39.0,15.0,22.0
22,162.5,68.0,46.0,41.0,14.0,23.0
23,162.5,68.0,46.0,39.0,17.0,24.0
24,162.25,69.0,46.0,39.0,14.0,25.0
25,162.0,67.0,47.0,38.0,17.0,26.0
26,161.5,71.0,43.0,42.0,11.0,27.0
27,161.25,69.0,44.0,37.0,17.0,28.0
29,161.0,71.0,42.0,38.0,16.0,29.0
30,161.0,66.0,44.0,44.0,13.0,30.0
31,160.75,68.0,41.0,41.0,15.0,31.0
32,160.5,68.0,42.0,43.0,14.0,32.0
33,160.0,72.0,46.0,36.0,10.0,33.0
34,160.0,70.0,45.0,40.0,11.0,34.0
35,160.0,68.0,45.0,39.0,12.0,35.0
36,159.75,72.0,42.0,40.0,10.0,36.0
37,159.75,71.0,43.0,39.0,14.0,37.0
38,159.75,70.0,42.0,40.0,15.0,38.0
39,159.75,68.0,40.0,42.0,16.0,39.0
40,159.75,68.0,40.0,39.0,18.0,40.0
41,159.75,67.0,44.0,37.0,18.0,41.0
42,159.5,69.0,43.0,39.0,15.0,42.0
43,159.5,67.0,44.0,41.0,14.0,43.0
44,159.5,63.0,43.0,41.0,17.0,44.0
45,159.25,69.0,40.0,41.0,15.0,45.0
46,159.0,70.0,43.0,37.0,16.0,46.0
47,158.75,65.0,46.0,38.0,15.0,47.0
48,158.75,65.0,45.0,42.0,14.0,48.0
49,158.75,64.0,44.0,43.0,16.0,49.0
50,158.5,69.0,44.0,43.0,8.0,50.0
51,158.5,68.0,45.0,40.0,12.0,51.0
52,158.5,64.0,44.0,39.0,17.0,52.0
53,158.25,66.0,48.0,39.0,11.0,53.0
54,158.25,65.0,44.0,39.0,18.0,54.0
55,157.75,66.0,42.0,39.0,17.0,55.0
56,157.5,67.0,43.0,43.0,11.0,56.0
58,157.5,65.0,42.0,40.0,19.0,57.0
59,157.5,64.0,43.0,40.0,17.0,58.0
60,157.25,68.0,40.0,41.0,15.0,59.0
61,157.25,67.0,44.0,39.0,13.0,60.0
62,157.25,65.0,46.0,38.0,16.0,61.0
63,157.0,72.0,44.0,40.0,7.0,62.0
64,157.0,67.0,46.0,34.0,13.0,63.0
65,156.75,64.0,42.0,45.0,12.0,64.0
66,156.5,68.0,43.0,40.0,14.0,65.0
67,156.5,68.0,42.0,42.0,11.0,66.0
68,156.5,68.0,41.0,40.0,16.0,67.0
69,156.25,70.0,42.0,36.0,15.0,68.0
70,156.25,68.0,41.0,41.0,12.0,69.0
71,156.25,67.0,38.0,43.0,14.0,70.0
72,156.25,65.0,43.0,41.0,14.0,71.0
73,156.25,64.0,45.0,37.0,16.0,72.0
74,156.25,62.0,48.0,43.0,12.0,73.0
75,156.0,67.0,46.0,41.0,9.0,74.0
76,155.75,70.0,43.0,32.0,17.0,75.0
77,155.75,69.0,43.0,39.0,11.0,76.0
78,155.5,69.0,43.0,36.0,15.0,77.0
79,155.5,66.0,45.0,38.0,13.0,78.0
80,155.5,66.0,43.0,40.0,13.0,79.0
81,155.5,64.0,42.0,40.0,17.0,80.0
82,155.25,67.0,42.0,41.0,13.0,81.0
83,155.25,65.0,46.0,37.0,12.0,82.0
84,155.25,65.0,41.0,44.0,13.0,83.0
85,155.0,67.0,46.0,40.0,7.0,84.0
87,155.0,67.0,44.0,35.0,15.0,85.0
88,155.0,64.0,45.0,40.0,11.0,86.0
89,155.0,63.0,41.0,42.0,15.0,87.0
90,155.0,62.0,43.0,38.0,15.0,88.0
91,155.0,62.0,42.0,42.0,17.0,89.0
92,154.75,71.0,45.0,35.0,10.0,90.0
93,154.75,71.0,39.0,36.0,14.0,91.0
94,154.75,68.0,42.0,39.0,13.0,92.0
95,154.75,68.0,40.0,37.0,15.0,93.0
96,154.75,67.0,41.0,41.0,13.0,94.0
97,154.5,69.0,43.0,39.0,10.0,95.0
98,154.25,67.0,42.0,38.0,14.0,96.0
99,154.25,66.0,42.0,40.0,12.0,97.0
100,154.25,62.0,45.0,39.0,16.0,98.0
101,154.0,67.0,47.0,36.0,12.0,99.0
102,154.0,67.0,37.0,42.0,15.0,100.0
103,153.75,69.0,43.0,33.0,17.0,101.0
104,153.75,68.0,42.0,37.0,13.0,102.0
105,153.75,68.0,38.0,41.0,15.0,103.0
106,153.75,66.0,42.0,38.0,15.0,104.0
107,153.75,63.0,47.0,42.0,9.0,105.0
108,153.5,68.0,40.0,39.0,13.0,106.0
109,153.5,66.0,45.0,37.0,13.0,107.0
110,153.5,66.0,41.0,36.0,16.0,108.0
111,153.25,69.0,43.0,39.0,9.0,109.0
112,153.25,68.0,44.0,37.0,9.0,110.0
113,153.0,71.0,37.0,38.0,13.0,111.0
114,153.0,67.0,45.0,39.0,7.0,112.0
116,153.0,63.0,44.0,39.0,15.0,113.0
117,152.75,63.0,43.0,40.0,16.0,114.0
118,152.5,66.0,41.0,37.0,16.0,115.0
119,152.5,65.0,42.0,39.0,14.0,116.0
120,152.25,70.0,40.0,39.0,11.0,117.0
121,152.25,70.0,38.0,38.0,13.0,118.0
122,152.25,67.0,43.0,36.0,14.0,119.0
123,152.25,66.0,40.0,41.0,12.0,120.0
124,152.25,62.0,47.0,40.0,10.0,121.0
125,152.0,70.0,42.0,34.0,15.0,122.0
126,152.0,68.0,40.0,37.0,14.0,123.0
127,151.75,71.0,39.0,37.0,13.0,124.0
128,151.75,69.0,43.0,37.0,9.0,125.0
129,151.75,61.0,42.0,37.0,17.0,126.0
130,151.5,70.0,42.0,36.0,12.0,127.0
131,151.5,64.0,42.0,39.0,11.0,128.0
132,151.25,67.0,39.0,39.0,15.0,129.0
133,151.0,72.0,40.0,36.0,10.0,130.0
134,151.0,69.0,40.0,38.0,12.0,131.0
135,151.0,68.0,41.0,38.0,12.0,132.0
136,151.0,66.0,42.0,36.0,16.0,133.0
137,151.0,63.0,42.0,38.0,15.0,134.0
138,151.0,61.0,45.0,41.0,12.0,135.0
139,150.75,65.0,39.0,38.0,18.0,136.0
140,150.75,62.0,44.0,40.0,14.0,137.0
141,150.5,62.0,46.0,39.0,11.0,138.0
142,150.25,69.0,43.0,33.0,14.0,139.0
143,150.25,68.0,43.0,35.0,12.0,140.0
145,150.25,63.0,43.0,36.0,15.0,141.0
146,150.0,68.0,42.0,36.0,11.0,142.0
147,150.0,67.0,43.0,36.0,13.0,143.0
148,149.75,69.0,43.0,38.0,6.0,144.0
149,149.75,68.0,38.0,39.0,11.0,145.0
150,149.5,68.0,39.0,38.0,11.0,146.0
151,149.5,67.0,40.0,37.0,11.0,147.0
152,149.5,65.0,43.0,39.0,10.0,148.0
153,149.5,65.0,41.0,40.0,12.0,149.0
154,149.25,68.0,42.0,36.0,10.0,150.0
155,149.25,67.0,45.0,36.0,9.0,151.0
156,149.25,67.0,39.0,39.0,11.0,152.0
157,149.25,66.0,39.0,39.0,15.0,153.0
158,149.25,60.0,43.0,39.0,17.0,154.0
159,149.25,60.0,42.0,38.0,17.0,155.0
160,149.0,68.0,35.0,39.0,15.0,156.0
161,149.0,66.0,44.0,38.0,9.0,157.0
162,149.0,66.0,44.0,36.0,13.0,158.0
163,149.0,65.0,39.0,36.0,15.0,159.0
164,149.0,64.0,41.0,40.0,13.0,160.0
165,149.0,63.0,41.0,37.0,14.0,161.0
166,149.0,62.0,42.0,42.0,13.0,162.0
167,148.75,68.0,40.0,39.0,10.0,163.0
168,148.75,65.0,43.0,36.0,13.0,164.0
169,148.75,65.0,42.0,39.0,12.0,165.0
170,148.5,68.0,38.0,32.0,14.0,166.0
171,148.5,66.0,39.0,38.0,14.0,167.0
172,148.5,65.0,39.0,39.0,11.0,168.0
174,148.5,63.0,40.0,37.0,16.0,169.0
175,148.25,65.0,37.0,37.0,16.0,170.0
176,148.0,68.0,37.0,36.0,13.0,171.0
177,148.0,62.0,41.0,40.0,9.0,172.0
178,147.75,70.0,41.0,33.0,13.0,173.0
179,147.75,65.0,39.0,38.0,14.0,174.0
180,147.75,63.0,45.0,35.0,15.0,175.0
181,147.75,63.0,40.0,38.0,13.0,176.0
182,147.5,67.0,41.0,35.0,11.0,177.0
183,147.5,61.0,43.0,37.0,14.0,178.0
184,147.5,60.0,40.0,37.0,16.0,179.0
185,147.5,60.0,38.0,41.0,16.0,180.0
186,147.25,68.0,41.0,39.0,5.0,181.0
187,147.0,66.0,43.0,39.0,8.0,182.0
188,147.0,65.0,40.0,39.0,13.0,183.0
189,147.0,61.0,36.0,38.0,17.0,184.0
190,147.0,59.0,41.0,40.0,16.0,185.0
191,146.75,65.0,42.0,37.0,9.0,186.0
192,146.75,64.0,43.0,38.0,7.0,187.0
193,146.75,62.0,41.0,36.0,14.0,188.0
194,146.75,61.0,41.0,39.0,11.0,189.0
195,146.75,61.0,40.0,37.0,17.0,190.0
196,146.5,69.0,45.0,33.0,8.0,191.0
197,146.5,67.0,41.0,34.0,13.0,192.0
198,146.5,67.0,39.0,35.0,15.0,193.0
199,146.5,66.0,39.0,39.0,9.0,194.0
200,146.5,58.0,48.0,39.0,10.0,195.0
201,146.25,69.0,38.0,36.0,14.0,196.0
203,146.25,69.0,35.0,37.0,13.0,197.0
204,146.25,66.0,43.0,38.0,4.0,198.0
205,146.25,65.0,41.0,36.0,15.0,199.0
206,146.0,68.0,42.0,36.0,9.0,200.0
207,146.0,66.0,40.0,37.0,12.0,201.0
208,146.0,65.0,44.0,36.0,7.0,202.0
209,146.0,64.0,40.0,38.0,14.0,203.0
210,146.0,63.0,42.0,35.0,14.0,204.0
211,146.0,59.0,46.0,41.0,8.0,205.0
212,145.75,66.0,42.0,33.0,11.0,206.0
213,145.75,65.0,39.0,38.0,14.0,207.0
214,145.75,64.0,37.0,37.0,14.0,208.0
215,145.5,68.0,40.0,35.0,9.0,209.0
216,145.5,66.0,43.0,35.0,8.0,210.0
217,145.5,64.0,42.0,36.0,11.0,211.0
218,145.5,64.0,40.0,37.0,14.0,212.0
219,145.5,63.0,39.0,39.0,13.0,213.0
220,145.5,61.0,40.0,38.0,15.0,214.0
221,145.5,59.0,44.0,38.0,12.0,215.0
222,145.25,68.0,40.0,35.0,9.0,216.0
223,145.25,65.0,40.0,38.0,9.0,217.0
224,145.25,63.0,41.0,36.0,15.0,218.0
225,145.25,62.0,37.0,38.0,15.0,219.0
226,145.25,60.0,43.0,41.0,11.0,220.0
227,145.0,69.0,38.0,38.0,10.0,221.0
228,145.0,69.0,38.0,32.0,11.0,222.0
229,145.0,64.0,41.0,37.0,10.0,223.0
230,145.0,64.0,40.0,38.0,10.0,224.0
232,145.0,64.0,37.0,40.0,15.0,225.0
233,145.0,62.0,44.0,33.0,15.0,226.0
234,145.0,62.0,41.0,37.0,12.0,227.0
235,145.0,60.0,40.0,37.0,15.0,228.0
236,144.75,63.0,42.0,35.0,13.0,229.0
237,144.5,65.0,39.0,37.0,11.0,230.0
238,144.5,64.0,41.0,36.0,14.0,231.0
239,144.5,63.0,39.0,38.0,13.0,233.0
240,144.5,58.0,42.0,40.0,11.0,234.0
241,144.25,66.0,41.0,33.0,11.0,235.0
242,144.25,62.0,40.0,37.0,15.0,236.0
243,144.0,69.0,44.0,27.0,13.0,237.0
244,144.0,64.0,37.0,39.0,13.0,238.0
245,144.0,62.0,44.0,38.0,8.0,239.0
246,144.0,62.0,41.0,37.0,12.0,240.0
247,144.0,62.0,36.0,38.0,16.0,241.0
248,143.75,66.0,37.0,34.0,12.0,242.0
249,143.75,64.0,41.0,33.0,15.0,243.0
250,143.75,63.0,40.0,31.0,17.0,244.0
251,143.75,62.0,43.0,36.0,12.0,245.0
252,143.75,61.0,46.0,33.0,12.0,246.0
253,143.75,54.0,42.0,38.0,15.0,247.0
254,143.5,65.0,44.0,32.0,11.0,248.0
255,143.5,65.0,41.0,36.0,10.0,249.0
256,143.5,63.0,40.0,37.0,12.0,250.0
257,143.25,69.0,36.0,36.0,12.0,251.0
258,143.25,62.0,37.0,38.0,13.0,252.0
260,143.25,58.0,40.0,37.0,17.0,253.0
261,143.25,53.0,39.0,42.0,14.0,254.0
262,143.0,66.0,38.0,34.0,12.0,255.0
263,143.0,64.0,40.0,37.0,13.0,256.0
264,143.0,63.0,42.0,34.0,12.0,257.0
265,143.0,63.0,41.0,35.0,12.0,258.0
266,143.0,63.0,37.0,37.0,14.0,259.0
267,143.0,58.0,45.0,34.0,16.0,260.0
268,142.75,66.0,42.0,37.0,5.0,261.0
269,142.75,63.0,38.0,34.0,16.0,262.0
270,142.5,65.0,41.0,35.0,8.0,263.0
271,142.5,64.0,44.0,33.0,9.0,264.0
272,142.5,64.0,40.0,36.0,14.0,265.0
273,142.5,63.0,40.0,34.0,13.0,266.0
274,142.5,61.0,42.0,34.0,14.0,267.0
275,142.5,61.0,40.0,32.0,15.0,268.0
276,142.25,64.0,39.0,37.0,11.0,269.0
277,142.25,63.0,32.0,40.0,16.0,270.0
278,142.25,62.0,43.0,33.0,10.0,271.0
279,142.25,60.0,44.0,32.0,15.0,272.0
280,142.0,63.0,39.0,37.0,13.0,273.0
281,142.0,60.0,39.0,35.0,15.0,274.0
282,141.75,70.0,38.0,34.0,7.0,275.0
283,141.75,68.0,38.0,36.0,8.0,276.0
284,141.75,66.0,37.0,40.0,7.0,277.0
285,141.75,65.0,37.0,33.0,14.0,278.0
286,141.75,64.0,42.0,29.0,15.0,279.0
287,141.75,64.0,39.0,34.0,13.0,280.0
289,141.75,64.0,37.0,34.0,13.0,281.0
290,141.75,60.0,41.0,33.0,13.0,282.0
291,141.5,72.0,38.0,31.0,10.0,283.0
292,141.5,68.0,38.0,30.0,15.0,284.0
293,141.5,66.0,39.0,32.0,16.0,285.0
294,141.5,66.0,37.0,38.0,8.0,286.0
295,141.5,65.0,43.0,33.0,8.0,287.0
296,141.5,64.0,42.0,31.0,12.0,288.0
297,141.5,64.0,41.0,38.0,7.0,289.0
298,141.5,61.0,39.0,35.0,16.0,290.0
299,141.5,60.0,39.0,38.0,14.0,291.0
300,141.25,67.0,42.0,38.0,5.0,292.0
301,141.25,66.0,37.0,36.0,12.0,293.0
302,141.25,65.0,41.0,37.0,10.0,294.0
303,141.25,63.0,42.0,36.0,12.0,295.0
304,141.25,62.0,40.0,35.0,14.0,296.0
305,141.25,60.0,42.0,36.0,13.0,297.0
306,141.25,60.0,41.0,39.0,10.0,298.0
307,141.25,59.0,41.0,39.0,14.0,299.0
308,141.25,57.0,41.0,36.0,15.0,300.0
309,141.0,65.0,40.0,36.0,10.0,301.0
310,141.0,63.0,41.0,37.0,9.0,302.0
311,141.0,61.0,39.0,35.0,15.0,303.0
312,140.75,65.0,36.0,35.0,14.0,304.0
313,140.75,64.0,41.0,33.0,12.0,305.0
314,140.75,62.0,40.0,34.0,14.0,306.0
315,140.75,61.0,41.0,34.0,12.0,307.0
316,140.75,61.0,39.0,36.0,16.0,308.0
318,140.75,61.0,38.0,35.0,17.0,309.0
319,140.5,68.0,38.0,34.0,7.0,310.0
320,140.5,66.0,44.0,29.0,9.0,311.0
321,140.5,66.0,39.0,31.0,14.0,312.0
322,140.5,65.0,42.0,34.0,11.0,313.0
323,140.5,64.0,39.0,36.0,13.0,314.0
324,140.5,63.0,43.0,34.0,10.0,315.0
325,140.5,63.0,40.0,36.0,13.0,316.0
326,140.5,62.0,41.0,34.0,12.0,317.0
327,140.5,62.0,41.0,33.0,15.0,318.0
328,140.5,62.0,40.0,36.0,12.0,319.0
329,140.5,59.0,41.0,43.0,8.0,320.0
330,140.25,68.0,41.0,32.0,6.0,321.0
331,140.25,65.0,40.0,33.0,11.0,322.0
332,140.25,64.0,40.0,32.0,13.0,323.0
333,140.0,66.0,41.0,33.0,9.0,324.0
334,140.0,64.0,40.0,34.0,9.0,325.0
335,140.0,61.0,38.0,39.0,13.0,326.0
336,140.0,59.0,45.0,36.0,9.0,327.0
337,139.75,68.0,39.0,31.0,11.0,328.0
338,139.75,65.0,43.0,35.0,7.0,329.0
339,139.75,64.0,40.0,34.0,11.0,330.0
340,139.75,64.0,39.0,38.0,10.0,331.0
341,139.75,63.0,45.0,33.0,6.0,332.0
342,139.75,63.0,38.0,33.0,16.0,333.0
343,139.75,62.0,42.0,27.0,13.0,334.0
344,139.75,61.0,39.0,37.0,14.0,335.0
345,139.75,53.0,40.0,37.0,16.0,336.0
347,139.5,65.0,39.0,27.0,15.0,337.0
348,139.5,63.0,41.0,34.0,8.0,338.0
349,139.5,62.0,39.0,32.0,14.0,339.0
350,139.5,61.0,42.0,36.0,11.0,340.0
351,139.5,60.0,41.0,37.0,9.0,341.0
352,139.5,60.0,38.0,34.0,18.0,342.0
353,139.5,60.0,36.0,34.0,13.0,343.0
354,139.25,62.0,39.0,37.0,10.0,344.0
355,139.25,62.0,38.0,33.0,13.0,345.0
356,139.25,61.0,43.0,32.0,12.0,346.0
357,139.25,61.0,35.0,40.0,13.0,347.0
358,139.0,64.0,40.0,33.0,11.0,348.0
359,139.0,62.0,39.0,31.0,15.0,349.0
360,139.0,59.0,38.0,37.0,13.0,350.0
361,139.0,58.0,41.0,37.0,10.0,351.0
362,139.0,57.0,41.0,37.0,12.0,352.0
363,139.0,56.0,38.0,41.0,13.0,353.0
364,138.75,70.0,41.0,32.0,4.0,354.0
365,138.75,68.0,42.0,31.0,6.0,355.0
366,138.75,61.0,41.0,34.0,11.0,356.0
367,138.75,61.0,40.0,37.0,11.0,357.0
368,138.75,60.0,39.0,36.0,13.0,358.0
369,138.5,69.0,37.0,30.0,8.0,359.0
370,138.5,64.0,36.0,35.0,13.0,360.0
371,138.5,62.0,34.0,36.0,15.0,361.0
372,138.5,60.0,41.0,30.0,16.0,362.0
373,138.5,60.0,38.0,40.0,9.0,363.0
374,138.5,60.0,33.0,38.0,12.0,364.0
376,138.5,59.0,43.0,36.0,12.0,365.0
377,138.5,57.0,42.0,36.0,13.0,366.0
378,138.25,67.0,38.0,35.0,9.0,367.0
379,138.25,66.0,38.0,32.0,14.0,368.0
380,138.25,66.0,38.0,31.0,14.0,369.0
381,138.25,63.0,41.0,36.0,10.0,370.0
382,138.25,62.0,41.0,31.0,15.0,371.0
383,138.25,62.0,40.0,33.0,11.0,372.0
384,138.25,61.0,39.0,35.0,10.0,373.0
385,138.0,65.0,42.0,33.0,7.0,374.0
386,138.0,64.0,35.0,35.0,13.0,375.0
387,138.0,63.0,44.0,27.0,16.0,376.0
388,138.0,62.0,35.0,32.0,14.0,377.0
389,138.0,61.0,40.0,35.0,10.0,378.0
390,138.0,59.0,42.0,39.0,7.0,379.0
391,138.0,59.0,35.0,38.0,15.0,380.0
392,137.75,65.0,40.0,34.0,6.0,381.0
393,137.75,62.0,41.0,36.0,10.0,382.0
394,137.75,61.0,40.0,32.0,13.0,383.0
395,137.75,58.0,36.0,39.0,15.0,384.0
396,137.5,66.0,42.0,29.0,8.0,385.0
397,137.5,64.0,38.0,32.0,12.0,386.0
398,137.5,63.0,40.0,35.0,11.0,387.0
399,137.5,61.0,43.0,34.0,8.0,388.0
400,137.5,61.0,41.0,34.0,12.0,389.0
401,137.5,60.0,44.0,33.0,12.0,390.0
402,137.5,60.0,42.0,33.0,13.0,391.0
403,137.5,60.0,39.0,35.0,11.0,392.0
405,137.5,58.0,38.0,34.0,16.0,393.0
406,137.25,64.0,38.0,34.0,11.0,394.0
407,137.25,63.0,37.0,34.0,12.0,395.0
408,137.25,62.0,40.0,34.0,13.0,396.0
409,137.25,61.0,45.0,36.0,5.0,397.0
410,137.25,61.0,43.0,34.0,11.0,398.0
411,137.25,60.0,37.0,36.0,13.0,399.0
412,137.0,65.0,38.0,34.0,9.0,400.0
413,137.0,64.0,38.0,33.0,10.0,401.0
414,137.0,64.0,34.0,38.0,11.0,402.0
415,137.0,61.0,38.0,36.0,11.0,403.0
416,137.0,61.0,35.0,34.0,17.0,404.0
417,137.0,60.0,37.0,35.0,15.0,405.0
418,136.75,61.0,39.0,32.0,8.0,406.0
419,136.5,65.0,42.0,28.0,9.0,407.0
420,136.5,65.0,41.0,36.0,0.0,408.0
421,136.5,64.0,40.0,30.0,14.0,409.0
422,136.5,63.0,37.0,31.0,15.0,410.0
423,136.5,62.0,37.0,33.0,15.0,412.0
424,136.5,60.0,40.0,34.0,13.0,413.0
425,136.5,59.0,42.0,37.0,7.0,414.0
426,136.5,57.0,43.0,33.0,16.0,415.0
427,136.5,56.0,41.0,34.0,16.0,416.0
428,136.25,63.0,35.0,35.0,12.0,417.0
429,136.25,61.0,38.0,34.0,14.0,418.0
430,136.25,61.0,37.0,34.0,17.0,419.0
431,136.25,58.0,39.0,36.0,13.0,420.0
433,136.25,53.0,40.0,37.0,14.0,421.0
434,136.0,65.0,37.0,33.0,12.0,422.0
435,136.0,64.0,40.0,31.0,8.0,423.0
436,136.0,64.0,38.0,34.0,7.0,424.0
437,136.0,64.0,34.0,39.0,9.0,425.0
438,136.0,61.0,40.0,35.0,12.0,426.0
439,136.0,60.0,37.0,36.0,11.0,427.0
440,136.0,55.0,41.0,37.0,13.0,428.0
441,135.75,64.0,40.0,31.0,11.0,429.0
442,135.75,64.0,38.0,36.0,6.0,430.0
443,135.75,61.0,42.0,32.0,10.0,431.0
444,135.75,59.0,42.0,33.0,10.0,432.0
445,135.5,67.0,38.0,30.0,10.0,433.0
446,135.5,62.0,43.0,27.0,10.0,434.0
447,135.5,62.0,38.0,33.0,12.0,435.0
448,135.5,58.0,37.0,37.0,12.0,436.0
449,135.5,58.0,36.0,35.0,16.0,437.0
450,135.25,65.0,40.0,30.0,10.0,438.0
451,135.25,63.0,42.0,27.0,9.0,439.0
452,135.25,62.0,38.0,31.0,13.0,440.0
453,135.25,61.0,41.0,31.0,10.0,441.0
454,135.25,60.0,40.0,37.0,8.0,442.0
455,135.25,59.0,38.0,35.0,10.0,443.0
456,135.25,54.0,40.0,34.0,16.0,444.0
457,135.0,65.0,39.0,30.0,12.0,445.0
458,135.0,65.0,36.0,30.0,9.0,446.0
459,135.0,64.0,39.0,32.0,7.0,447.0
460,135.0,64.0,38.0,33.0,9.0,448.0
462,135.0,61.0,39.0,36.0,12.0,449.0
463,135.0,61.0,35.0,36.0,10.0,450.0
464,135.0,49.0,37.0,40.0,17.0,451.0
465,134.75,67.0,39.0,34.0,5.0,452.0
466,134.75,65.0,40.0,32.0,8.0,453.0
467,134.75,64.0,36.0,35.0,12.0,454.0
468,134.75,63.0,40.0,31.0,11.0,455.0
469,134.75,63.0,34.0,35.0,14.0,456.0
470,134.75,62.0,37.0,33.0,14.0,457.0
471,134.75,60.0,37.0,38.0,7.0,458.0
472,134.75,50.0,40.0,41.0,13.0,459.0
473,134.5,68.0,38.0,30.0,10.0,460.0
474,134.5,67.0,41.0,27.0,8.0,461.0
475,134.5,65.0,40.0,32.0,5.0,462.0
476,134.5,65.0,37.0,26.0,11.0,463.0
477,134.5,64.0,41.0,34.0,4.0,464.0
478,134.5,64.0,35.0,33.0,12.0,465.0
479,134.5,64.0,35.0,33.0,12.0,466.0
480,134.5,62.0,39.0,34.0,9.0,467.0
481,134.5,62.0,37.0,36.0,11.0,468.0
482,134.5,62.0,37.0,35.0,13.0,469.0
483,134.5,62.0,34.0,36.0,15.0,470.0
484,134.5,55.0,40.0,34.0,11.0,471.0
485,134.5,53.0,40.0,37.0,14.0,472.0
486,134.25,66.0,35.0,36.0,8.0,473.0
487,134.25,64.0,37.0,35.0,9.0,474.0
488,134.25,63.0,34.0,33.0,11.0,475.0
489,134.25,62.0,37.0,34.0,7.0,476.0
491,134.25,61.0,39.0,33.0,13.0,477.0
492,134.25,60.0,41.0,30.0,13.0,478.0
493,134.25,58.0,38.0,37.0,12.0,479.0
494,134.25,56.0,34.0,37.0,15.0,480.0
495,134.0,63.0,37.0,34.0,11.0,481.0
496,134.0,63.0,37.0,34.0,11.0,482.0
497,134.0,62.0,39.0,37.0,8.0,483.0
498,134.0,55.0,38.0,33.0,15.0,484.0
499,133.75,66.0,42.0,31.0,2.0,485.0
500,133.75,65.0,40.0,35.0,7.0,486.0
501,133.75,65.0,39.0,31.0,9.0,487.0
502,133.75,62.0,40.0,33.0,8.0,488.0
503,133.75,62.0,35.0,32.0,11.0,489.0
504,133.75,61.0,40.0,32.0,14.0,490.0
505,133.75,58.0,44.0,30.0,8.0,491.0
506,133.5,65.0,39.0,36.0,6.0,492.0
507,133.5,63.0,37.0,31.0,13.0,493.0
508,133.5,62.0,37.0,34.0,10.0,494.0
509,133.5,60.0,39.0,31.0,12.0,495.0
510,133.5,59.0,37.0,37.0,10.0,496.0
511,133.5,58.0,35.0,36.0,13.0,497.0
512,133.5,56.0,40.0,34.0,16.0,498.0
513,133.5,56.0,38.0,37.0,13.0,499.0
514,133.5,56.0,37.0,35.0,17.0,500.0
515,133.5,54.0,37.0,33.0,17.0,501.0
516,133.25,63.0,36.0,36.0,6.0,502.0
517,133.25,63.0,33.0,35.0,10.0,503.0
518,133.25,61.0,40.0,30.0,10.0,504.0
520,133.0,66.0,37.0,31.0,9.0,505.0
521,133.0,62.0,38.0,34.0,11.0,506.0
522,133.0,61.0,42.0,31.0,11.0,507.0
523,133.0,61.0,37.0,32.0,14.0,508.0
524,133.0,60.0,39.0,35.0,8.0,509.0
525,133.0,59.0,43.0,30.0,11.0,510.0
526,133.0,59.0,42.0,38.0,6.0,511.0
527,133.0,59.0,41.0,34.0,10.0,512.0
528,133.0,59.0,38.0,34.0,14.0,513.0
529,133.0,58.0,38.0,36.0,12.0,514.0
530,133.0,57.0,36.0,36.0,10.0,515.0
531,133.0,52.0,39.0,37.0,14.0,516.0
532,133.0,48.0,42.0,34.0,13.0,517.0
533,132.75,66.0,32.0,32.0,12.0,518.0
534,132.75,62.0,37.0,34.0,8.0,519.0
535,132.75,61.0,35.0,35.0,10.0,520.0
536,132.75,59.0,42.0,32.0,10.0,521.0
537,132.75,59.0,38.0,34.0,9.0,522.0
538,132.75,58.0,38.0,34.0,14.0,523.0
539,132.75,56.0,41.0,33.0,12.0,524.0
540,132.75,56.0,40.0,37.0,8.0,525.0
541,132.75,54.0,43.0,37.0,11.0,526.0
542,132.5,66.0,37.0,34.0,9.0,527.0
543,132.5,64.0,42.0,34.0,6.0,528.0
544,132.5,64.0,34.0,34.0,13.0,529.0
545,132.5,61.0,44.0,29.0,8.0,530.0
546,132.5,61.0,36.0,38.0,10.0,531.0
547,132.5,56.0,37.0,36.0,16.0,532.0
549,132.5,55.0,41.0,36.0,10.0,533.0
550,132.25,64.0,41.0,28.0,10.0,534.0
551,132.25,63.0,38.0,31.0,8.0,535.0
552,132.25,62.0,41.0,32.0,7.0,536.0
553,132.25,59.0,40.0,27.0,16.0,537.0
554,132.25,57.0,36.0,35.0,14.0,538.0
555,132.0,61.0,39.0,35.0,5.0,539.0
