,FINAL SCORE,T1,T2,T3,T4,RANK
5965,60.75,48.0,16.0,14.0,3.0,5829.0
5966,60.75,47.0,24.0,4.0,1.0,5830.0
5967,60.75,45.0,18.0,18.0,3.0,5831.0
5968,60.75,44.0,23.0,14.0,6.0,5832.0
5969,60.75,44.0,19.0,15.0,0.0,5833.0
5970,60.75,44.0,10.0,5.0,11.0,5834.0
5971,60.75,44.0,7.0,12.0,10.0,5835.0
5972,60.75,43.0,18.0,16.0,10.0,5836.0
5973,60.75,43.0,14.0,15.0,8.0,5837.0
5974,60.75,42.0,24.0,11.0,8.0,5838.0
5975,60.75,42.0,15.0,9.0,11.0,5839.0
5976,60.75,42.0,11.0,11.0,6.0,5840.0
5977,60.75,40.0,17.0,21.0,6.0,5841.0
5978,60.75,39.0,19.0,17.0,13.0,5842.0
5979,60.75,39.0,19.0,14.0,11.0,5843.0
5980,60.75,39.0,19.0,8.0,11.0,5844.0
5981,60.75,39.0,18.0,13.0,5.0,5845.0
5982,60.75,39.0,13.0,14.0,7.0,5846.0
5983,60.75,39.0,11.0,19.0,13.0,5847.0
5984,60.75,39.0,10.0,20.0,7.0,5848.0
5985,60.75,38.0,25.0,16.0,2.0,5849.0
5986,60.75,38.0,21.0,15.0,9.0,5850.0
5987,60.75,38.0,21.0,14.0,8.0,5851.0
5988,60.75,38.0,19.0,22.0,6.0,5852.0
5990,60.75,38.0,19.0,17.0,11.0,5853.0
5991,60.75,38.0,8.0,24.0,4.0,5854.0
5992,60.75,37.0,22.0,14.0,9.0,5855.0
5993,60.75,37.0,21.0,16.0,3.0,5856.0
5994,60.75,36.0,25.0,14.0,3.0,5857.0
5995,60.75,36.0,21.0,8.0,10.0,5859.0
5996,60.75,35.0,22.0,14.0,10.0,5860.0
5997,60.75,34.0,18.0,16.0,10.0,5861.0
5998,60.75,34.0,15.0,7.0,10.0,5862.0
5999,60.75,34.0,12.0,14.0,10.0,5863.0
6000,60.75,33.0,18.0,19.0,13.0,5864.0
6001,60.75,33.0,10.0,30.0,12.0,5865.0
6002,60.75,31.0,22.0,14.0,11.0,5866.0
6003,60.75,26.0,14.0,20.0,13.0,5867.0
6004,60.75,25.0,25.0,19.0,3.0,5868.0
6005,60.75,24.0,25.0,16.0,4.0,5869.0
6006,60.5,48.0,19.0,15.0,6.0,5870.0
6007,60.5,48.0,10.0,9.0,9.0,5871.0
6008,60.5,48.0,9.0,8.0,7.0,5872.0
6009,60.5,45.0,19.0,10.0,7.0,5873.0
6010,60.5,45.0,12.0,6.0,8.0,5874.0
6011,60.5,44.0,22.0,14.0,3.0,5875.0
6012,60.5,44.0,8.0,14.0,7.0,5876.0
6013,60.5,43.0,20.0,11.0,9.0,5877.0
6014,60.5,43.0,19.0,9.0,6.0,5878.0
6015,60.5,43.0,15.0,14.0,9.0,5879.0
6016,60.5,43.0,13.0,11.0,9.0,5880.0
6018,60.5,42.0,21.0,12.0,4.0,5881.0
6019,60.5,42.0,15.0,10.0,10.0,5882.0
6020,60.5,41.0,24.0,11.0,4.0,5883.0
6021,60.5,41.0,15.0,8.0,10.0,5884.0
6022,60.5,41.0,13.0,8.0,10.0,5885.0
6023,60.5,40.0,23.0,14.0,3.0,5886.0
6024,60.5,40.0,22.0,18.0,7.0,5887.0
6025,60.5,40.0,22.0,15.0,3.0,5888.0
6026,60.5,40.0,20.0,17.0,4.0,5889.0
6027,60.5,40.0,19.0,21.0,8.0,5890.0
6028,60.5,40.0,18.0,10.0,9.0,5891.0
6029,60.5,39.0,20.0,9.0,9.0,5892.0
6030,60.5,39.0,19.0,16.0,4.0,5893.0
6031,60.5,38.0,20.0,15.0,10.0,5894.0
6032,60.5,38.0,14.0,13.0,9.0,5895.0
6033,60.5,38.0,12.0,7.0,11.0,5896.0
6034,60.5,37.0,18.0,16.0,5.0,5897.0
6035,60.5,36.0,22.0,19.0,11.0,5898.0
6036,60.5,36.0,21.0,9.0,5.0,5899.0
6037,60.5,36.0,20.0,18.0,10.0,5900.0
6038,60.5,36.0,19.0,22.0,6.0,5901.0
6039,60.5,36.0,18.0,16.0,8.0,5902.0
6040,60.5,35.0,24.0,8.0,7.0,5903.0
6041,60.5,35.0,21.0,15.0,10.0,5904.0
6042,60.5,35.0,20.0,23.0,9.0,5905.0
6043,60.5,32.0,21.0,22.0,13.0,5906.0
6044,60.5,32.0,19.0,17.0,7.0,5907.0
6045,60.5,32.0,18.0,19.0,11.0,5908.0
6047,60.5,30.0,18.0,15.0,9.0,5909.0
6048,60.5,29.0,23.0,9.0,8.0,5910.0
6049,60.5,27.0,21.0,11.0,15.0,5911.0
6050,60.25,51.0,17.0,12.0,7.0,5912.0
6051,60.25,45.0,12.0,13.0,8.0,5913.0
6052,60.25,44.0,13.0,12.0,8.0,5914.0
6053,60.25,43.0,22.0,10.0,8.0,5916.0
6054,60.25,43.0,22.0,8.0,3.0,5917.0
6055,60.25,43.0,16.0,12.0,6.0,5918.0
6056,60.25,43.0,15.0,24.0,4.0,5919.0
6057,60.25,43.0,14.0,17.0,7.0,5920.0
6058,60.25,42.0,21.0,10.0,3.0,5921.0
6059,60.25,42.0,8.0,7.0,11.0,5922.0
6060,60.25,41.0,22.0,10.0,9.0,5923.0
6061,60.25,41.0,21.0,14.0,6.0,5924.0
6062,60.25,41.0,18.0,14.0,9.0,5925.0
6063,60.25,41.0,11.0,16.0,8.0,5926.0
6064,60.25,40.0,20.0,15.0,7.0,5927.0
6065,60.25,40.0,13.0,12.0,7.0,5928.0
6066,60.25,39.0,24.0,10.0,5.0,5929.0
6067,60.25,39.0,21.0,21.0,7.0,5930.0
6068,60.25,39.0,16.0,19.0,9.0,5931.0
6069,60.25,38.0,21.0,12.0,13.0,5932.0
6070,60.25,38.0,19.0,17.0,8.0,5933.0
6071,60.25,38.0,19.0,8.0,9.0,5934.0
6072,60.25,38.0,13.0,19.0,11.0,5935.0
6073,60.25,37.0,24.0,15.0,9.0,5936.0
6075,60.25,37.0,23.0,13.0,9.0,5937.0
6076,60.25,36.0,20.0,19.0,11.0,5938.0
6077,60.25,35.0,23.0,18.0,11.0,5939.0
6078,60.25,35.0,21.0,25.0,6.0,5940.0
6079,60.25,35.0,21.0,22.0,10.0,5941.0
6080,60.25,35.0,17.0,8.0,9.0,5942.0
6081,60.25,35.0,15.0,8.0,9.0,5943.0
6082,60.25,34.0,29.0,11.0,8.0,5944.0
6083,60.25,34.0,25.0,16.0,13.0,5945.0
6084,60.25,34.0,14.0,29.0,7.0,5946.0
6085,60.25,33.0,22.0,13.0,7.0,5947.0
6086,60.25,33.0,15.0,23.0,12.0,5948.0
6087,60.25,31.0,15.0,22.0,5.0,5949.0
6088,60.25,29.0,24.0,16.0,10.0,5950.0
6089,60.25,29.0,21.0,12.0,16.0,5951.0
6090,60.25,25.0,22.0,25.0,12.0,5952.0
6091,60.25,25.0,21.0,23.0,3.0,5953.0
6092,60.0,50.0,10.0,8.0,9.0,5954.0
6093,60.0,48.0,14.0,18.0,6.0,5955.0
6094,60.0,46.0,15.0,8.0,7.0,5956.0
6095,60.0,45.0,17.0,20.0,6.0,5957.0
6096,60.0,42.0,24.0,15.0,3.0,5958.0
6097,60.0,42.0,20.0,15.0,11.0,5959.0
6098,60.0,42.0,16.0,10.0,11.0,5960.0
6099,60.0,41.0,20.0,13.0,8.0,5961.0
6100,60.0,40.0,22.0,18.0,8.0,5962.0
6101,60.0,40.0,21.0,17.0,10.0,5963.0
6102,60.0,40.0,19.0,15.0,5.0,5964.0
6104,60.0,40.0,16.0,11.0,11.0,5965.0
6105,60.0,40.0,11.0,12.0,14.0,5966.0
6106,60.0,40.0,9.0,17.0,10.0,5967.0
6107,60.0,39.0,21.0,16.0,3.0,5968.0
6108,60.0,38.0,22.0,20.0,8.0,5969.0
6109,60.0,38.0,18.0,18.0,12.0,5970.0
6110,60.0,38.0,17.0,7.0,13.0,5971.0
6111,60.0,38.0,12.0,11.0,10.0,5972.0
6112,60.0,37.0,19.0,17.0,0.0,5973.0
6113,60.0,37.0,16.0,15.0,14.0,5974.0
6114,60.0,37.0,14.0,21.0,8.0,5975.0
6115,60.0,36.0,24.0,15.0,10.0,5977.0
6116,60.0,36.0,16.0,26.0,9.0,5978.0
6117,60.0,36.0,16.0,18.0,9.0,5979.0
6118,60.0,35.0,14.0,25.0,14.0,5980.0
6119,60.0,34.0,23.0,21.0,9.0,5981.0
6120,60.0,34.0,21.0,16.0,9.0,5982.0
6121,60.0,34.0,19.0,13.0,7.0,5983.0
6122,60.0,34.0,17.0,16.0,12.0,5984.0
6123,60.0,33.0,26.0,23.0,4.0,5985.0
6124,60.0,33.0,24.0,16.0,7.0,5986.0
6125,60.0,33.0,21.0,17.0,9.0,5987.0
6126,60.0,33.0,20.0,14.0,13.0,5988.0
6127,60.0,33.0,13.0,16.0,8.0,5989.0
6128,60.0,32.0,25.0,10.0,9.0,5990.0
6129,60.0,30.0,25.0,17.0,14.0,5991.0
6130,60.0,28.0,23.0,10.0,9.0,5992.0
6132,60.0,27.0,23.0,18.0,7.0,5993.0
6133,60.0,26.0,26.0,17.0,5.0,5994.0
6134,59.75,52.0,1.0,7.0,4.0,5995.0
6135,59.75,45.0,19.0,8.0,2.0,5996.0
6136,59.75,45.0,16.0,13.0,4.0,5997.0
6137,59.75,45.0,10.0,4.0,8.0,5998.0
6138,59.75,44.0,13.0,17.0,8.0,5999.0
6139,59.75,44.0,10.0,14.0,8.0,6000.0
6140,59.75,43.0,17.0,6.0,9.0,6001.0
6141,59.75,43.0,13.0,12.0,10.0,6002.0
6142,59.75,41.0,21.0,14.0,5.0,6003.0
6143,59.75,41.0,8.0,14.0,11.0,6004.0
6144,59.75,40.0,17.0,24.0,0.0,6005.0
6145,59.75,39.0,21.0,17.0,7.0,6006.0
6146,59.75,39.0,18.0,12.0,10.0,6007.0
6147,59.75,39.0,9.0,6.0,14.0,6008.0
6148,59.75,38.0,24.0,19.0,3.0,6009.0
6149,59.75,38.0,18.0,14.0,8.0,6010.0
6150,59.75,37.0,22.0,15.0,8.0,6011.0
6151,59.75,37.0,20.0,16.0,8.0,6012.0
6152,59.75,37.0,19.0,17.0,7.0,6013.0
6153,59.75,37.0,13.0,10.0,11.0,6014.0
6154,59.75,36.0,21.0,13.0,3.0,6015.0
6155,59.75,36.0,14.0,23.0,13.0,6016.0
6156,59.75,36.0,12.0,16.0,7.0,6017.0
6157,59.75,34.0,26.0,13.0,10.0,6018.0
6158,59.75,34.0,17.0,19.0,11.0,6019.0
6159,59.75,33.0,22.0,25.0,7.0,6020.0
6161,59.75,33.0,21.0,18.0,14.0,6021.0
6162,59.75,32.0,21.0,15.0,8.0,6022.0
6163,59.75,31.0,20.0,13.0,4.0,6023.0
6164,59.75,26.0,21.0,21.0,10.0,6024.0
6165,59.75,24.0,19.0,21.0,9.0,6025.0
6166,59.75,23.0,21.0,19.0,10.0,6026.0
6167,59.5,45.0,14.0,20.0,7.0,6027.0
6168,59.5,44.0,15.0,18.0,7.0,6028.0
6169,59.5,43.0,21.0,14.0,2.0,6029.0
6170,59.5,43.0,14.0,15.0,10.0,6030.0
6171,59.5,42.0,22.0,9.0,14.0,6031.0
6172,59.5,42.0,16.0,13.0,10.0,6032.0
6173,59.5,41.0,20.0,12.0,3.0,6033.0
6174,59.5,40.0,19.0,9.0,9.0,6034.0
6175,59.5,39.0,19.0,12.0,8.0,6036.0
6176,59.5,39.0,13.0,13.0,9.0,6037.0
6177,59.5,38.0,23.0,15.0,11.0,6038.0
6178,59.5,38.0,22.0,15.0,3.0,6039.0
6179,59.5,38.0,21.0,19.0,6.0,6040.0
6180,59.5,38.0,17.0,21.0,4.0,6041.0
6181,59.5,38.0,17.0,13.0,14.0,6042.0
6182,59.5,38.0,16.0,16.0,7.0,6043.0
6183,59.5,38.0,11.0,14.0,12.0,6044.0
6184,59.5,37.0,19.0,14.0,11.0,6045.0
6185,59.5,37.0,18.0,15.0,5.0,6046.0
6186,59.5,36.0,23.0,9.0,8.0,6048.0
6188,59.5,36.0,22.0,18.0,2.0,6049.0
6189,59.5,36.0,18.0,16.0,5.0,6050.0
6190,59.5,36.0,16.0,18.0,9.0,6051.0
6191,59.5,35.0,26.0,14.0,7.0,6052.0
6192,59.5,35.0,15.0,13.0,9.0,6053.0
6193,59.5,34.0,25.0,15.0,0.0,6054.0
6194,59.5,34.0,11.0,14.0,12.0,6055.0
6195,59.5,33.0,25.0,12.0,6.0,6056.0
6196,59.5,33.0,18.0,19.0,9.0,6058.0
6197,59.5,33.0,13.0,9.0,12.0,6059.0
6198,59.5,32.0,28.0,15.0,9.0,6060.0
6199,59.5,32.0,24.0,23.0,8.0,6061.0
6200,59.5,31.0,24.0,13.0,11.0,6062.0
6201,59.5,30.0,23.0,14.0,7.0,6063.0
6202,59.5,30.0,18.0,16.0,12.0,6064.0
6203,59.5,29.0,22.0,10.0,8.0,6065.0
6204,59.5,28.0,17.0,19.0,7.0,6066.0
6205,59.5,26.0,19.0,15.0,7.0,6067.0
6206,59.5,25.0,18.0,21.0,10.0,6068.0
6207,59.25,48.0,9.0,3.0,8.0,6069.0
6208,59.25,47.0,10.0,8.0,5.0,6070.0
6209,59.25,45.0,21.0,12.0,5.0,6071.0
6210,59.25,44.0,12.0,10.0,10.0,6072.0
6211,59.25,42.0,16.0,17.0,8.0,6073.0
6212,59.25,41.0,23.0,15.0,2.0,6074.0
6213,59.25,40.0,20.0,13.0,2.0,6075.0
6214,59.25,40.0,11.0,13.0,11.0,6076.0
6216,59.25,39.0,25.0,18.0,1.0,6077.0
6217,59.25,39.0,18.0,16.0,8.0,6078.0
6218,59.25,39.0,16.0,18.0,12.0,6079.0
6219,59.25,38.0,19.0,13.0,5.0,6080.0
6220,59.25,38.0,17.0,10.0,5.0,6081.0
6221,59.25,38.0,14.0,14.0,8.0,6082.0
6222,59.25,38.0,11.0,21.0,6.0,6083.0
6223,59.25,37.0,20.0,13.0,7.0,6084.0
6224,59.25,37.0,19.0,20.0,8.0,6085.0
6225,59.25,36.0,29.0,20.0,2.0,6086.0
6226,59.25,36.0,21.0,13.0,11.0,6087.0
6227,59.25,36.0,13.0,14.0,6.0,6088.0
6228,59.25,35.0,20.0,18.0,5.0,6089.0
6229,59.25,35.0,18.0,18.0,15.0,6090.0
6230,59.25,35.0,17.0,17.0,11.0,6091.0
6231,59.25,34.0,24.0,17.0,6.0,6093.0
6232,59.25,34.0,21.0,13.0,8.0,6094.0
6233,59.25,34.0,20.0,16.0,6.0,6095.0
6234,59.25,34.0,17.0,15.0,5.0,6096.0
6235,59.25,34.0,10.0,13.0,10.0,6097.0
6236,59.25,33.0,24.0,12.0,7.0,6098.0
6237,59.25,32.0,20.0,21.0,10.0,6099.0
6238,59.25,32.0,17.0,20.0,11.0,6100.0
6239,59.25,32.0,11.0,17.0,15.0,6101.0
6240,59.25,31.0,16.0,19.0,8.0,6102.0
6241,59.25,31.0,15.0,17.0,8.0,6103.0
6242,59.0,53.0,7.0,5.0,9.0,6104.0
6244,59.0,48.0,12.0,15.0,12.0,6105.0
6245,59.0,46.0,11.0,7.0,5.0,6106.0
6246,59.0,46.0,9.0,10.0,5.0,6107.0
6247,59.0,44.0,19.0,8.0,1.0,6108.0
6248,59.0,44.0,17.0,14.0,6.0,6109.0
6249,59.0,44.0,16.0,20.0,3.0,6110.0
6250,59.0,44.0,16.0,6.0,12.0,6111.0
6251,59.0,44.0,13.0,11.0,11.0,6112.0
6252,59.0,43.0,19.0,12.0,11.0,6113.0
6253,59.0,42.0,10.0,7.0,5.0,6114.0
6254,59.0,41.0,27.0,7.0,0.0,6115.0
6255,59.0,41.0,22.0,14.0,9.0,6116.0
6256,59.0,41.0,20.0,17.0,6.0,6117.0
6257,59.0,40.0,21.0,15.0,11.0,6118.0
6258,59.0,40.0,18.0,15.0,1.0,6119.0
6259,59.0,40.0,16.0,17.0,8.0,6120.0
6260,59.0,40.0,16.0,12.0,9.0,6121.0
6261,59.0,40.0,16.0,10.0,10.0,6122.0
6262,59.0,39.0,21.0,14.0,11.0,6124.0
6263,59.0,39.0,20.0,5.0,10.0,6125.0
6264,59.0,39.0,18.0,12.0,10.0,6126.0
6265,59.0,38.0,9.0,15.0,6.0,6127.0
6266,59.0,37.0,25.0,14.0,7.0,6128.0
6267,59.0,37.0,21.0,13.0,8.0,6129.0
6268,59.0,37.0,20.0,14.0,8.0,6130.0
6269,59.0,37.0,17.0,16.0,11.0,6131.0
6270,59.0,37.0,14.0,23.0,7.0,6132.0
6272,59.0,36.0,27.0,17.0,7.0,6133.0
6273,59.0,35.0,24.0,19.0,9.0,6134.0
6274,59.0,35.0,20.0,20.0,12.0,6135.0
6275,59.0,35.0,15.0,15.0,13.0,6136.0
6276,59.0,35.0,10.0,20.0,7.0,6137.0
6277,59.0,34.0,25.0,14.0,5.0,6138.0
6278,59.0,34.0,18.0,15.0,8.0,6139.0
6279,59.0,34.0,15.0,16.0,12.0,6140.0
6280,59.0,34.0,11.0,18.0,9.0,6141.0
6281,59.0,32.0,18.0,28.0,2.0,6142.0
6282,59.0,30.0,21.0,13.0,6.0,6143.0
6283,59.0,29.0,15.0,18.0,12.0,6144.0
6284,59.0,28.0,20.0,12.0,8.0,6145.0
6285,59.0,27.0,22.0,28.0,10.0,6146.0
6286,58.75,47.0,10.0,4.0,11.0,6148.0
6287,58.75,44.0,10.0,5.0,8.0,6149.0
6288,58.75,42.0,21.0,16.0,6.0,6150.0
6289,58.75,42.0,19.0,11.0,3.0,6151.0
6290,58.75,41.0,19.0,15.0,12.0,6152.0
6291,58.75,41.0,16.0,13.0,10.0,6153.0
6292,58.75,41.0,10.0,8.0,12.0,6154.0
6293,58.75,40.0,25.0,14.0,6.0,6155.0
6294,58.75,40.0,22.0,13.0,6.0,6156.0
6295,58.75,39.0,23.0,16.0,2.0,6157.0
6296,58.75,39.0,22.0,20.0,6.0,6158.0
6297,58.75,39.0,22.0,18.0,3.0,6159.0
6298,58.75,39.0,10.0,9.0,10.0,6160.0
6300,58.75,38.0,28.0,8.0,8.0,6161.0
6301,58.75,38.0,26.0,14.0,9.0,6162.0
6302,58.75,38.0,23.0,15.0,7.0,6163.0
6303,58.75,38.0,19.0,20.0,10.0,6164.0
6304,58.75,38.0,17.0,11.0,8.0,6165.0
6305,58.75,38.0,15.0,16.0,3.0,6166.0
6306,58.75,37.0,24.0,19.0,5.0,6167.0
6307,58.75,37.0,22.0,13.0,9.0,6168.0
6308,58.75,37.0,21.0,18.0,4.0,6169.0
6309,58.75,37.0,20.0,18.0,12.0,6170.0
6310,58.75,37.0,19.0,15.0,5.0,6171.0
6311,58.75,36.0,24.0,19.0,8.0,6172.0
6312,58.75,36.0,24.0,17.0,10.0,6173.0
6313,58.75,36.0,23.0,18.0,4.0,6174.0
6314,58.75,36.0,23.0,17.0,11.0,6175.0
6315,58.75,36.0,22.0,18.0,10.0,6176.0
6316,58.75,36.0,21.0,19.0,4.0,6177.0
6317,58.75,36.0,18.0,16.0,11.0,6178.0
6318,58.75,36.0,18.0,11.0,12.0,6179.0
6319,58.75,35.0,23.0,19.0,10.0,6180.0
6320,58.75,35.0,21.0,21.0,10.0,6181.0
6321,58.75,35.0,18.0,17.0,7.0,6182.0
6322,58.75,35.0,17.0,8.0,10.0,6183.0
6323,58.75,35.0,16.0,15.0,7.0,6184.0
6324,58.75,34.0,24.0,18.0,4.0,6185.0
6325,58.75,34.0,20.0,13.0,0.0,6186.0
6326,58.75,33.0,23.0,21.0,10.0,6187.0
6327,58.75,33.0,20.0,20.0,7.0,6188.0
6329,58.75,31.0,26.0,16.0,6.0,6189.0
6330,58.75,31.0,24.0,17.0,15.0,6190.0
6331,58.75,31.0,22.0,18.0,16.0,6191.0
6332,58.75,30.0,21.0,19.0,11.0,6192.0
6333,58.75,29.0,20.0,13.0,6.0,6193.0
6334,58.75,28.0,22.0,3.0,15.0,6194.0
6335,58.75,27.0,21.0,21.0,8.0,6195.0
6336,58.75,26.0,29.0,18.0,8.0,6196.0
6337,58.75,26.0,12.0,28.0,11.0,6197.0
6338,58.5,49.0,5.0,14.0,5.0,6198.0
6339,58.5,45.0,14.0,18.0,9.0,6199.0
6340,58.5,42.0,21.0,16.0,0.0,6200.0
6341,58.5,42.0,16.0,7.0,11.0,6201.0
6342,58.5,41.0,17.0,10.0,8.0,6202.0
6343,58.5,41.0,10.0,22.0,6.0,6203.0
6344,58.5,40.0,20.0,15.0,7.0,6204.0
6345,58.5,40.0,16.0,12.0,4.0,6205.0
6346,58.5,39.0,17.0,17.0,12.0,6206.0
6347,58.5,39.0,14.0,11.0,8.0,6207.0
6348,58.5,38.0,25.0,11.0,3.0,6208.0
6349,58.5,38.0,18.0,10.0,10.0,6209.0
6350,58.5,38.0,11.0,14.0,11.0,6210.0
6351,58.5,37.0,22.0,13.0,5.0,6211.0
6352,58.5,37.0,19.0,12.0,8.0,6212.0
6353,58.5,37.0,18.0,11.0,6.0,6213.0
6354,58.5,36.0,29.0,15.0,5.0,6214.0
6355,58.5,36.0,19.0,22.0,4.0,6215.0
6356,58.5,35.0,24.0,4.0,14.0,6216.0
6358,58.5,35.0,14.0,16.0,13.0,6217.0
6359,58.5,34.0,20.0,11.0,14.0,6218.0
6360,58.5,33.0,23.0,12.0,8.0,6219.0
6361,58.5,33.0,16.0,14.0,11.0,6220.0
6362,58.5,33.0,13.0,16.0,10.0,6221.0
6363,58.5,32.0,17.0,19.0,9.0,6222.0
6364,58.5,32.0,14.0,16.0,11.0,6223.0
6365,58.5,31.0,10.0,25.0,9.0,6224.0
6366,58.5,30.0,24.0,15.0,6.0,6225.0
6367,58.5,30.0,21.0,10.0,15.0,6226.0
6368,58.5,29.0,29.0,6.0,9.0,6227.0
6369,58.5,29.0,20.0,16.0,5.0,6228.0
6370,58.25,46.0,9.0,7.0,11.0,6229.0
6371,58.25,44.0,19.0,10.0,6.0,6231.0
6372,58.25,43.0,21.0,12.0,5.0,6232.0
6373,58.25,43.0,16.0,12.0,9.0,6233.0
6374,58.25,43.0,16.0,9.0,10.0,6234.0
6375,58.25,43.0,11.0,8.0,9.0,6235.0
6376,58.25,42.0,20.0,12.0,4.0,6236.0
6377,58.25,42.0,18.0,6.0,7.0,6237.0
6378,58.25,41.0,20.0,18.0,4.0,6238.0
6379,58.25,40.0,15.0,15.0,10.0,6239.0
6380,58.25,40.0,15.0,11.0,7.0,6240.0
6381,58.25,39.0,18.0,18.0,6.0,6241.0
6382,58.25,38.0,22.0,10.0,7.0,6242.0
6383,58.25,38.0,21.0,18.0,6.0,6243.0
6384,58.25,38.0,18.0,10.0,8.0,6244.0
6386,58.25,38.0,14.0,16.0,9.0,6245.0
6387,58.25,37.0,21.0,18.0,7.0,6246.0
6388,58.25,37.0,15.0,9.0,11.0,6248.0
6389,58.25,36.0,23.0,15.0,4.0,6249.0
6390,58.25,36.0,21.0,12.0,11.0,6250.0
6391,58.25,36.0,18.0,19.0,12.0,6251.0
6392,58.25,36.0,14.0,13.0,7.0,6253.0
6393,58.25,35.0,23.0,15.0,8.0,6254.0
6394,58.25,35.0,23.0,12.0,11.0,6255.0
6395,58.25,35.0,21.0,19.0,8.0,6256.0
6396,58.25,35.0,20.0,14.0,10.0,6257.0
6397,58.25,35.0,20.0,13.0,12.0,6258.0
6398,58.25,35.0,18.0,15.0,10.0,6259.0
6399,58.25,35.0,17.0,12.0,10.0,6260.0
6400,58.25,34.0,20.0,9.0,11.0,6261.0
6401,58.25,34.0,19.0,12.0,14.0,6262.0
6402,58.25,34.0,18.0,13.0,2.0,6263.0
6403,58.25,34.0,17.0,16.0,14.0,6264.0
6404,58.25,34.0,15.0,12.0,10.0,6265.0
6405,58.25,33.0,19.0,17.0,9.0,6266.0
6406,58.25,33.0,17.0,14.0,6.0,6267.0
6407,58.25,33.0,15.0,14.0,11.0,6268.0
6408,58.25,31.0,19.0,17.0,17.0,6269.0
6409,58.25,30.0,24.0,20.0,9.0,6270.0
6410,58.25,30.0,21.0,17.0,7.0,6271.0
6411,58.25,28.0,16.0,19.0,8.0,6272.0
6413,58.0,46.0,14.0,15.0,5.0,6273.0
6414,58.0,45.0,11.0,14.0,7.0,6274.0
6415,58.0,44.0,16.0,14.0,11.0,6275.0
6416,58.0,44.0,14.0,9.0,9.0,6276.0
6417,58.0,44.0,5.0,12.0,11.0,6277.0
6418,58.0,43.0,15.0,11.0,4.0,6279.0
6419,58.0,43.0,7.0,12.0,8.0,6280.0
6420,58.0,42.0,13.0,7.0,10.0,6281.0
6421,58.0,42.0,11.0,8.0,7.0,6282.0
6422,58.0,41.0,13.0,11.0,8.0,6283.0
6423,58.0,40.0,20.0,14.0,8.0,6284.0
6424,58.0,40.0,20.0,13.0,6.0,6285.0
6425,58.0,39.0,20.0,13.0,4.0,6286.0
6426,58.0,39.0,18.0,12.0,5.0,6287.0
6427,58.0,39.0,17.0,12.0,5.0,6288.0
6428,58.0,39.0,14.0,10.0,4.0,6289.0
6429,58.0,39.0,13.0,14.0,8.0,6290.0
6430,58.0,38.0,20.0,17.0,7.0,6291.0
6431,58.0,38.0,20.0,12.0,4.0,6292.0
6432,58.0,38.0,20.0,5.0,8.0,6293.0
6433,58.0,38.0,17.0,14.0,5.0,6294.0
6434,58.0,38.0,12.0,16.0,9.0,6295.0
6435,58.0,37.0,17.0,17.0,9.0,6296.0
6436,58.0,37.0,17.0,11.0,12.0,6297.0
6437,58.0,36.0,16.0,18.0,11.0,6298.0
6438,58.0,36.0,9.0,17.0,6.0,6299.0
6439,58.0,35.0,20.0,16.0,4.0,6300.0
6441,58.0,35.0,17.0,13.0,13.0,6301.0
6442,58.0,35.0,16.0,9.0,12.0,6302.0
6443,58.0,34.0,18.0,12.0,5.0,6304.0
6444,58.0,34.0,13.0,15.0,7.0,6305.0
6445,58.0,34.0,13.0,14.0,11.0,6306.0
6446,58.0,33.0,19.0,13.0,16.0,6307.0
6447,58.0,33.0,14.0,9.0,8.0,6308.0
6448,58.0,32.0,19.0,15.0,10.0,6309.0
6449,58.0,32.0,17.0,8.0,8.0,6310.0
6450,58.0,31.0,24.0,14.0,6.0,6311.0
6451,58.0,31.0,23.0,13.0,9.0,6312.0
6452,58.0,31.0,19.0,18.0,12.0,6313.0
6453,58.0,31.0,17.0,14.0,12.0,6314.0
6454,58.0,30.0,22.0,12.0,13.0,6315.0
6455,58.0,29.0,20.0,11.0,6.0,6316.0
6456,58.0,27.0,23.0,13.0,13.0,6317.0
6457,57.75,44.0,18.0,12.0,2.0,6318.0
6458,57.75,44.0,14.0,10.0,5.0,6319.0
6459,57.75,44.0,13.0,9.0,8.0,6320.0
6460,57.75,43.0,24.0,6.0,3.0,6321.0
6461,57.75,43.0,19.0,10.0,7.0,6322.0
6462,57.75,43.0,18.0,19.0,2.0,6323.0
6463,57.75,42.0,23.0,6.0,8.0,6324.0
6464,57.75,42.0,16.0,14.0,7.0,6325.0
6465,57.75,42.0,13.0,5.0,10.0,6326.0
6466,57.75,41.0,20.0,16.0,7.0,6327.0
6467,57.75,41.0,17.0,9.0,9.0,6328.0
6469,57.75,41.0,15.0,10.0,5.0,6329.0
6470,57.75,41.0,14.0,11.0,8.0,6330.0
6471,57.75,40.0,18.0,8.0,9.0,6331.0
6472,57.75,40.0,17.0,10.0,8.0,6332.0
6473,57.75,40.0,16.0,16.0,9.0,6333.0
6474,57.75,40.0,14.0,16.0,10.0,6334.0
6475,57.75,40.0,10.0,15.0,8.0,6335.0
6476,57.75,38.0,23.0,5.0,6.0,6336.0
6477,57.75,38.0,21.0,11.0,9.0,6337.0
6478,57.75,38.0,19.0,9.0,12.0,6338.0
6479,57.75,38.0,16.0,22.0,8.0,6339.0
6480,57.75,38.0,16.0,20.0,5.0,6340.0
6481,57.75,37.0,21.0,17.0,9.0,6341.0
